seq,symbol,side,type,price,qty,peak_qty,order_id,action,ref_id
79,AMZN,SELL,LIMIT,198.81,10,,79,NEW,
80,AAPL,SELL,LIMIT,255.73,120,,80,NEW,
81,SPY,BUY,LIMIT,681.39,8,,81,NEW,
82,TSLA,BUY,LIMIT,417.6,47,,82,NEW,
83,TSLA,BUY,LIMIT,417.62,97,,83,NEW,
84,TSLA,SELL,LIMIT,418.02,88,,84,NEW,
85,GOOGL,SELL,LIMIT,305.76,50,,85,NEW,
86,AMZN,SELL,LIMIT,198.79,33,,86,NEW,
87,AMZN,BUY,LIMIT,198.74,80,,87,NEW,
88,TSLA,BUY,LIMIT,418,793,,88,NEW,
89,TSLA,BUY,LIMIT,417.75,3,,89,NEW,
90,SPY,SELL,LIMIT,681.49,56,,90,NEW,
91,GOOGL,SELL,LIMIT,305.67,59,,91,NEW,
92,MSFT,BUY,LIMIT,401.11,4,,92,NEW,
93,NVDA,BUY,LIMIT,183.14,73,,93,NEW,
94,GOOGL,BUY,LIMIT,305.55,1962,,94,NEW,
95,NVDA,BUY,LIMIT,183.15,37,,95,NEW,
96,META,SELL,LIMIT,639.29,12,,96,NEW,
97,MSFT,BUY,LIMIT,401.13,5,,97,NEW,
98,META,SELL,LIMIT,639.52,1,,98,NEW,
99,META,SELL,LIMIT,639.11,108,,99,NEW,
100,SPY,BUY,LIMIT,681.19,24,,100,NEW,
101,SPY,BUY,LIMIT,681.08,41,,101,NEW,
102,NVDA,BUY,LIMIT,183.18,50,,102,NEW,
103,TSLA,SELL,LIMIT,417.67,51,,103,NEW,
104,GOOGL,BUY,LIMIT,305.59,17,,104,NEW,
105,AAPL,BUY,LIMIT,255.66,118,,105,NEW,
106,MSFT,SELL,LIMIT,401.42,236,,106,NEW,
107,SPY,BUY,LIMIT,681.09,70,,107,NEW,
108,SPY,SELL,LIMIT,681.3,90,,108,NEW,
109,MSFT,SELL,LIMIT,401.24,2,,109,NEW,
110,TSLA,SELL,LIMIT,417.81,117,,110,NEW,
111,MSFT,BUY,LIMIT,400.99,794,,111,NEW,
112,TSLA,SELL,LIMIT,417.76,70,,112,NEW,
113,GOOGL,BUY,LIMIT,305.56,24,,113,NEW,
114,TSLA,BUY,LIMIT,417.58,58,,114,NEW,
115,TSLA,BUY,LIMIT,417.52,13,,115,NEW,
116,AAPL,BUY,LIMIT,255.69,66,,116,NEW,
117,AMZN,SELL,LIMIT,198.8,108,,117,NEW,
118,GOOGL,BUY,LIMIT,305.6,52,,118,NEW,
119,SPY,SELL,LIMIT,681.27,42,,119,NEW,
120,NVDA,SELL,LIMIT,183.19,112,,120,NEW,
121,MSFT,SELL,LIMIT,401.06,51,,121,NEW,
122,MSFT,SELL,LIMIT,401.19,62,,122,NEW,
123,AAPL,BUY,LIMIT,255.65,382,,123,NEW,
124,SPY,BUY,LIMIT,681.03,94,,124,NEW,
125,AAPL,BUY,LIMIT,255.65,119,,125,NEW,
126,META,SELL,LIMIT,639.3,108,,126,NEW,
127,MSFT,SELL,LIMIT,401.24,35,,127,NEW,
128,AAPL,BUY,LIMIT,255.77,88,,128,NEW,
129,AAPL,SELL,LIMIT,255.86,73,,129,NEW,
130,MSFT,SELL,LIMIT,401.15,98,,130,NEW,
131,META,BUY,LIMIT,639.07,8,,131,NEW,
132,AMZN,BUY,LIMIT,198.71,35,,132,NEW,
133,TSLA,SELL,LIMIT,417.81,73,,133,NEW,
134,MSFT,SELL,LIMIT,401.22,59,,134,NEW,
135,TSLA,SELL,LIMIT,418.02,109,,135,NEW,
136,NVDA,BUY,LIMIT,183.03,65,,136,NEW,
137,NVDA,BUY,LIMIT,183.08,28,,137,NEW,
138,MSFT,SELL,LIMIT,401.18,111,,138,NEW,
139,MSFT,SELL,LIMIT,401.24,80,,139,NEW,
140,MSFT,BUY,LIMIT,401.07,20,,140,NEW,
141,MSFT,SELL,LIMIT,401.31,68,,141,NEW,
142,TSLA,SELL,LIMIT,418.19,767,,142,NEW,
143,AAPL,BUY,LIMIT,255.75,9,,143,NEW,
144,GOOGL,BUY,LIMIT,305.61,119,,144,NEW,
145,META,BUY,LIMIT,639.3,84,,145,NEW,
146,GOOGL,SELL,LIMIT,305.66,50,,146,NEW,
147,TSLA,SELL,LIMIT,418.15,98,,147,NEW,
148,AAPL,BUY,LIMIT,255.79,98,,148,NEW,
149,AAPL,BUY,LIMIT,255.84,83,,149,NEW,
150,SPY,BUY,LIMIT,680.97,81,,150,NEW,
151,TSLA,SELL,LIMIT,417.89,72,,151,NEW,
152,AAPL,SELL,LIMIT,255.92,65,,152,NEW,
153,META,BUY,LIMIT,639.2,1130,,153,NEW,
154,AAPL,SELL,LIMIT,255.93,1943,,154,NEW,
155,AAPL,SELL,LIMIT,255.9,78,,155,NEW,
156,META,BUY,LIMIT,639.11,35,,156,NEW,
157,AAPL,BUY,LIMIT,255.89,38,,157,NEW,
158,MSFT,SELL,LIMIT,401.43,69,,158,NEW,
159,AAPL,SELL,LIMIT,256.01,29,,159,NEW,
160,NVDA,SELL,LIMIT,183.25,32,,160,NEW,
161,TSLA,SELL,LIMIT,417.82,30,,161,NEW,
162,TSLA,SELL,LIMIT,417.92,22,,162,NEW,
163,AAPL,SELL,LIMIT,255.96,89,,163,NEW,
164,MSFT,SELL,LIMIT,401.4,35,,164,NEW,
165,AAPL,SELL,LIMIT,255.95,116,,165,NEW,
166,META,BUY,LIMIT,639.16,72,,166,NEW,
167,AAPL,SELL,LIMIT,255.93,80,,167,NEW,
168,NVDA,BUY,LIMIT,183.14,1082,,168,NEW,
169,AAPL,SELL,LIMIT,255.94,20,,169,NEW,
170,NVDA,BUY,LIMIT,183.09,105,,170,NEW,
171,AMZN,BUY,LIMIT,198.77,87,,171,NEW,
172,GOOGL,BUY,LIMIT,305.6,67,,172,NEW,
173,TSLA,BUY,LIMIT,417.9,96,,173,NEW,
174,MSFT,BUY,LIMIT,401.39,29,,174,NEW,
175,AAPL,BUY,LIMIT,255.92,883,,175,NEW,
176,NVDA,SELL,LIMIT,183.12,61,,176,NEW,
177,MSFT,BUY,LIMIT,401.3,97,,177,NEW,
178,META,BUY,LIMIT,639.2,1570,,178,NEW,
179,AMZN,SELL,LIMIT,198.86,117,,179,NEW,
180,SPY,BUY,LIMIT,681.01,24,,180,NEW,
181,TSLA,SELL,LIMIT,418.26,67,,181,NEW,
182,AAPL,SELL,LIMIT,256.01,116,,182,NEW,
183,AMZN,SELL,LIMIT,198.87,54,,183,NEW,
184,AMZN,SELL,LIMIT,198.93,53,,184,NEW,
185,MSFT,BUY,LIMIT,401.28,8,,185,NEW,
186,AMZN,SELL,LIMIT,198.98,1249,,186,NEW,
187,NVDA,SELL,LIMIT,183.05,31,,187,NEW,
188,AMZN,BUY,LIMIT,198.82,60,,188,NEW,
189,NVDA,BUY,LIMIT,182.97,8,,189,NEW,
190,NVDA,BUY,LIMIT,183.11,47,,190,NEW,
191,NVDA,BUY,LIMIT,183.06,22,,191,NEW,
192,TSLA,SELL,LIMIT,418.13,65,,192,NEW,
193,AAPL,BUY,LIMIT,255.94,31,,193,NEW,
194,TSLA,BUY,LIMIT,417.84,104,,194,NEW,
195,TSLA,SELL,LIMIT,417.96,117,,195,NEW,
196,NVDA,SELL,LIMIT,183.12,90,,196,NEW,
197,TSLA,SELL,LIMIT,417.71,9,,197,NEW,
198,META,SELL,LIMIT,639.02,4,,198,NEW,
199,GOOGL,SELL,LIMIT,305.73,45,,199,NEW,
200,AAPL,BUY,LIMIT,255.92,8,,200,NEW,
201,META,SELL,LIMIT,638.82,29,,201,NEW,
202,GOOGL,BUY,LIMIT,305.53,957,,202,NEW,
203,META,BUY,LIMIT,638.65,106,,203,NEW,
204,MSFT,SELL,LIMIT,401.57,97,,204,NEW,
205,AAPL,BUY,LIMIT,255.96,47,,205,NEW,
206,AAPL,SELL,LIMIT,256.01,1264,,206,NEW,
207,NVDA,SELL,LIMIT,183.23,88,,207,NEW,
208,MSFT,SELL,LIMIT,401.7,19,,208,NEW,
209,SPY,BUY,LIMIT,681,26,,209,NEW,
210,AAPL,BUY,LIMIT,255.86,59,,210,NEW,
211,TSLA,BUY,LIMIT,417.36,103,,211,NEW,
212,SPY,SELL,LIMIT,681.35,55,,212,NEW,
213,AAPL,SELL,LIMIT,255.99,103,,213,NEW,
214,GOOGL,SELL,LIMIT,305.65,77,,214,NEW,
215,SPY,BUY,LIMIT,681.05,53,,215,NEW,
216,META,SELL,LIMIT,638.92,1165,,216,NEW,
217,SPY,SELL,LIMIT,681.37,85,,217,NEW,
218,AAPL,SELL,LIMIT,256.01,34,,218,NEW,
219,GOOGL,BUY,LIMIT,305.66,1561,,219,NEW,
220,GOOGL,SELL,LIMIT,305.72,1885,,220,NEW,
221,NVDA,SELL,LIMIT,183.25,81,,221,NEW,
222,SPY,SELL,LIMIT,681.33,117,,222,NEW,
223,GOOGL,BUY,LIMIT,305.55,1,,223,NEW,
224,AMZN,BUY,LIMIT,198.78,110,,224,NEW,
225,NVDA,SELL,LIMIT,183.14,61,,225,NEW,
226,AAPL,BUY,LIMIT,255.87,1082,,226,NEW,
227,SPY,SELL,LIMIT,681.57,21,,227,NEW,
228,NVDA,SELL,LIMIT,183.23,9,,228,NEW,
229,MSFT,SELL,LIMIT,401.76,89,,229,NEW,
230,AMZN,BUY,LIMIT,198.74,12,,230,NEW,
231,META,SELL,LIMIT,638.89,1,,231,NEW,
232,SPY,SELL,LIMIT,681.35,1110,,232,NEW,
233,NVDA,BUY,LIMIT,183.1,94,,233,NEW,
234,NVDA,SELL,LIMIT,183.07,49,,234,NEW,
235,AMZN,BUY,LIMIT,198.71,69,,235,NEW,
236,TSLA,BUY,LIMIT,417.44,75,,236,NEW,
237,AAPL,SELL,LIMIT,256.07,116,,237,NEW,
238,AAPL,BUY,LIMIT,256.05,43,,238,NEW,
239,AAPL,BUY,LIMIT,256.08,92,,239,NEW,
240,MSFT,SELL,LIMIT,401.72,34,,240,NEW,
241,AAPL,SELL,LIMIT,256.19,51,,241,NEW,
242,AAPL,SELL,LIMIT,256.05,9,,242,NEW,
243,META,SELL,LIMIT,638.92,53,,243,NEW,
244,TSLA,BUY,LIMIT,417.38,1069,,244,NEW,
245,GOOGL,BUY,LIMIT,305.45,14,,245,NEW,
246,AAPL,SELL,LIMIT,256.04,29,,246,NEW,
247,MSFT,BUY,LIMIT,401.63,66,,247,NEW,
248,AAPL,BUY,LIMIT,255.91,86,,248,NEW,
249,AMZN,BUY,LIMIT,198.64,492,,249,NEW,
250,META,BUY,LIMIT,638.35,36,,250,NEW,
251,NVDA,SELL,LIMIT,183.13,25,,251,NEW,
252,GOOGL,BUY,LIMIT,305.45,22,,252,NEW,
253,MSFT,SELL,LIMIT,401.63,10,,253,NEW,
254,GOOGL,BUY,LIMIT,305.46,62,,254,NEW,
255,GOOGL,SELL,LIMIT,305.64,74,,255,NEW,
256,MSFT,BUY,LIMIT,401.32,9,,256,NEW,
257,SPY,BUY,LIMIT,681.01,12,,257,NEW,
258,AAPL,SELL,LIMIT,255.94,98,,258,NEW,
259,GOOGL,SELL,LIMIT,305.57,23,,259,NEW,
260,AMZN,SELL,LIMIT,198.68,1429,,260,NEW,
261,SPY,SELL,LIMIT,681.34,1021,,261,NEW,
262,SPY,SELL,LIMIT,681.3,86,,262,NEW,
263,AMZN,BUY,LIMIT,198.59,83,,263,NEW,
264,SPY,BUY,LIMIT,681.11,114,,264,NEW,
265,SPY,SELL,LIMIT,681.36,40,,265,NEW,
266,AMZN,BUY,LIMIT,198.67,89,,266,NEW,
267,NVDA,SELL,LIMIT,183.05,113,,267,NEW,
268,AMZN,SELL,LIMIT,198.74,985,,268,NEW,
269,TSLA,BUY,LIMIT,417.19,78,,269,NEW,
270,AAPL,SELL,LIMIT,255.91,1015,,270,NEW,
271,GOOGL,SELL,LIMIT,305.5,43,,271,NEW,
272,AAPL,SELL,LIMIT,255.78,55,,272,NEW,
273,AMZN,BUY,LIMIT,198.72,99,,273,NEW,
274,META,BUY,LIMIT,638.47,1762,,274,NEW,
275,AAPL,SELL,LIMIT,255.72,51,,275,NEW,
276,NVDA,SELL,LIMIT,183.1,24,,276,NEW,
277,AMZN,BUY,LIMIT,198.7,102,,277,NEW,
278,MSFT,BUY,LIMIT,401.4,77,,278,NEW,
279,AMZN,BUY,LIMIT,198.73,97,,279,NEW,
280,AAPL,SELL,LIMIT,255.65,89,,280,NEW,
281,NVDA,SELL,LIMIT,183.07,47,,281,NEW,
282,AMZN,SELL,LIMIT,198.79,838,,282,NEW,
283,SPY,SELL,LIMIT,681.28,72,,283,NEW,
284,NVDA,SELL,LIMIT,183,105,,284,NEW,
285,META,BUY,LIMIT,638.43,37,,285,NEW,
286,GOOGL,SELL,LIMIT,305.38,17,,286,NEW,
287,AAPL,SELL,LIMIT,255.57,75,,287,NEW,
288,MSFT,SELL,LIMIT,401.68,97,,288,NEW,
289,MSFT,SELL,LIMIT,401.76,1937,,289,NEW,
290,GOOGL,BUY,LIMIT,305.25,3,,290,NEW,
291,META,SELL,LIMIT,638.67,59,,291,NEW,
292,GOOGL,SELL,LIMIT,305.3,43,,292,NEW,
293,MSFT,BUY,LIMIT,401.75,52,,293,NEW,
294,TSLA,SELL,LIMIT,417.15,57,,294,NEW,
295,TSLA,BUY,LIMIT,416.98,927,,295,NEW,
296,MSFT,BUY,LIMIT,401.63,423,,296,NEW,
297,SPY,BUY,LIMIT,680.99,107,,297,NEW,
298,SPY,BUY,LIMIT,681.02,1085,,298,NEW,
299,META,SELL,LIMIT,638.94,1268,,299,NEW,
300,SPY,BUY,LIMIT,680.94,85,,300,NEW,
301,AMZN,SELL,LIMIT,198.76,55,,301,NEW,
302,TSLA,BUY,LIMIT,417.11,17,,302,NEW,
303,AMZN,BUY,LIMIT,198.69,10,,303,NEW,
304,GOOGL,BUY,LIMIT,305.17,94,,304,NEW,
305,AAPL,BUY,LIMIT,255.63,35,,305,NEW,
306,AMZN,SELL,LIMIT,198.79,120,,306,NEW,
307,GOOGL,BUY,LIMIT,305.16,40,,307,NEW,
308,NVDA,BUY,LIMIT,182.95,1479,,308,NEW,
309,AAPL,BUY,LIMIT,255.53,38,,309,NEW,
310,META,BUY,LIMIT,638.68,80,,310,NEW,
311,SPY,SELL,LIMIT,681.07,105,,311,NEW,
312,AAPL,SELL,LIMIT,255.63,108,,312,NEW,
313,AAPL,SELL,LIMIT,255.61,37,,313,NEW,
314,AMZN,BUY,LIMIT,198.71,11,,314,NEW,
315,NVDA,SELL,LIMIT,183.1,51,,315,NEW,
316,MSFT,SELL,LIMIT,401.73,100,,316,NEW,
317,TSLA,BUY,LIMIT,417.48,60,,317,NEW,
318,NVDA,BUY,LIMIT,182.98,26,,318,NEW,
319,NVDA,SELL,LIMIT,182.94,38,,319,NEW,
320,TSLA,BUY,LIMIT,417.89,32,,320,NEW,
321,TSLA,BUY,LIMIT,417.89,89,,321,NEW,
322,META,SELL,LIMIT,638.77,78,,322,NEW,
323,TSLA,SELL,LIMIT,418.17,49,,323,NEW,
324,META,BUY,LIMIT,638.63,39,,324,NEW,
325,GOOGL,SELL,LIMIT,305.36,34,,325,NEW,
326,TSLA,BUY,LIMIT,417.81,80,,326,NEW,
327,TSLA,SELL,LIMIT,418,60,,327,NEW,
328,AAPL,SELL,LIMIT,255.55,37,,328,NEW,
329,NVDA,BUY,LIMIT,182.95,499,,329,NEW,
330,META,SELL,LIMIT,639.02,69,,330,NEW,
331,AMZN,SELL,LIMIT,198.77,13,,331,NEW,
332,META,BUY,LIMIT,638.77,30,,332,NEW,
333,GOOGL,SELL,LIMIT,305.33,54,,333,NEW,
334,META,BUY,LIMIT,638.98,22,,334,NEW,
335,MSFT,SELL,LIMIT,401.82,91,,335,NEW,
336,AMZN,BUY,LIMIT,198.65,110,,336,NEW,
337,AAPL,BUY,LIMIT,255.46,46,,337,NEW,
338,AAPL,SELL,LIMIT,255.46,1511,,338,NEW,
339,NVDA,SELL,LIMIT,182.98,55,,339,NEW,
340,MSFT,BUY,LIMIT,401.76,7,,340,NEW,
341,TSLA,SELL,LIMIT,417.94,27,,341,NEW,
342,GOOGL,BUY,LIMIT,305.16,83,,342,NEW,
343,META,SELL,LIMIT,639.11,47,,343,NEW,
344,TSLA,SELL,LIMIT,418.15,19,,344,NEW,
345,NVDA,SELL,LIMIT,183,90,,345,NEW,
346,NVDA,BUY,LIMIT,182.87,1507,,346,NEW,
347,TSLA,BUY,LIMIT,417.94,72,,347,NEW,
348,MSFT,SELL,LIMIT,401.93,55,,348,NEW,
349,NVDA,SELL,LIMIT,182.93,52,,349,NEW,
350,SPY,SELL,LIMIT,681.05,52,,350,NEW,
351,MSFT,SELL,LIMIT,402.21,33,,351,NEW,
352,AAPL,SELL,LIMIT,255.51,833,,352,NEW,
353,MSFT,SELL,LIMIT,402.33,48,,353,NEW,
354,TSLA,SELL,LIMIT,418.04,92,,354,NEW,
355,META,BUY,LIMIT,638.93,37,,355,NEW,
356,GOOGL,BUY,LIMIT,305.22,112,,356,NEW,
357,META,SELL,LIMIT,639.13,6,,357,NEW,
358,AAPL,SELL,LIMIT,255.52,109,,358,NEW,
359,SPY,BUY,LIMIT,680.72,101,,359,NEW,
360,NVDA,BUY,LIMIT,182.99,46,,360,NEW,
361,TSLA,BUY,LIMIT,417.82,115,,361,NEW,
362,AAPL,BUY,LIMIT,255.37,103,,362,NEW,
363,MSFT,SELL,LIMIT,402.42,47,,363,NEW,
364,MSFT,BUY,LIMIT,402.32,31,,364,NEW,
365,NVDA,SELL,LIMIT,182.92,72,,365,NEW,
366,META,BUY,LIMIT,638.92,56,,366,NEW,
367,SPY,SELL,LIMIT,680.84,3,,367,NEW,
368,AMZN,SELL,LIMIT,198.72,799,,368,NEW,
369,META,SELL,LIMIT,639.06,66,,369,NEW,
370,META,BUY,LIMIT,638.99,1409,,370,NEW,
371,TSLA,SELL,LIMIT,417.92,842,,371,NEW,
372,AAPL,BUY,LIMIT,255.37,104,,372,NEW,
373,GOOGL,BUY,LIMIT,305.32,114,,373,NEW,
374,META,SELL,LIMIT,638.82,19,,374,NEW,
375,SPY,SELL,LIMIT,680.71,19,,375,NEW,
376,MSFT,BUY,LIMIT,402.15,593,,376,NEW,
377,AAPL,SELL,LIMIT,255.5,70,,377,NEW,
378,MSFT,SELL,LIMIT,402.44,86,,378,NEW,
379,TSLA,BUY,LIMIT,417.76,27,,379,NEW,
380,GOOGL,SELL,LIMIT,305.32,62,,380,NEW,
381,TSLA,BUY,LIMIT,417.68,1604,,381,NEW,
382,AMZN,BUY,LIMIT,198.63,26,,382,NEW,
383,SPY,SELL,LIMIT,680.75,97,,383,NEW,
384,META,BUY,LIMIT,638.36,29,,384,NEW,
385,AAPL,BUY,LIMIT,255.5,21,,385,NEW,
386,SPY,SELL,LIMIT,680.78,117,,386,NEW,
387,GOOGL,BUY,LIMIT,305.26,22,,387,NEW,
388,MSFT,SELL,LIMIT,402.57,1460,,388,NEW,
389,META,BUY,LIMIT,638.25,31,,389,NEW,
390,GOOGL,SELL,LIMIT,305.43,76,,390,NEW,
391,MSFT,BUY,LIMIT,402.55,24,,391,NEW,
392,AAPL,BUY,LIMIT,255.48,9,,392,NEW,
393,AMZN,BUY,LIMIT,198.67,9,,393,NEW,
394,GOOGL,BUY,LIMIT,305.36,1804,,394,NEW,
395,AAPL,BUY,LIMIT,255.55,54,,395,NEW,
396,SPY,SELL,LIMIT,680.7,35,,396,NEW,
397,MSFT,BUY,LIMIT,402.71,93,,397,NEW,
398,AMZN,SELL,LIMIT,198.69,97,,398,NEW,
399,NVDA,BUY,LIMIT,182.77,51,,399,NEW,
400,NVDA,BUY,LIMIT,182.82,39,,400,NEW,
401,META,BUY,LIMIT,638.23,81,,401,NEW,
402,SPY,BUY,LIMIT,680.35,1351,,402,NEW,
403,TSLA,SELL,LIMIT,418.11,28,,403,NEW,
404,TSLA,BUY,LIMIT,418.27,77,,404,NEW,
405,TSLA,SELL,LIMIT,418.53,931,,405,NEW,
406,AAPL,SELL,LIMIT,255.69,30,,406,NEW,
407,GOOGL,BUY,LIMIT,305.35,113,,407,NEW,
408,TSLA,BUY,LIMIT,418.64,43,,408,NEW,
409,TSLA,BUY,LIMIT,418.44,55,,409,NEW,
410,GOOGL,SELL,LIMIT,305.42,76,,410,NEW,
411,MSFT,BUY,LIMIT,402.74,493,,411,NEW,
412,AAPL,SELL,LIMIT,255.7,82,,412,NEW,
413,AAPL,BUY,LIMIT,255.54,65,,413,NEW,
414,AAPL,SELL,LIMIT,255.59,62,,414,NEW,
415,SPY,SELL,LIMIT,680.61,30,,415,NEW,
416,META,SELL,LIMIT,638.55,83,,416,NEW,
417,TSLA,SELL,LIMIT,419.04,71,,417,NEW,
418,AMZN,BUY,LIMIT,198.62,10,,418,NEW,
419,AMZN,BUY,LIMIT,198.54,3,,419,NEW,
420,NVDA,SELL,LIMIT,182.93,109,,420,NEW,
421,AAPL,SELL,LIMIT,255.7,92,,421,NEW,
422,META,BUY,LIMIT,638.2,85,,422,NEW,
423,AMZN,SELL,LIMIT,198.6,78,,423,NEW,
424,AMZN,SELL,LIMIT,198.62,42,,424,NEW,
425,MSFT,SELL,LIMIT,402.95,1296,,425,NEW,
426,MSFT,SELL,LIMIT,402.87,50,,426,NEW,
427,GOOGL,SELL,LIMIT,305.41,92,,427,NEW,
428,SPY,SELL,LIMIT,680.78,2,,428,NEW,
429,GOOGL,BUY,LIMIT,305.35,69,,429,NEW,
430,TSLA,SELL,LIMIT,419,1414,,430,NEW,
431,TSLA,BUY,LIMIT,418.97,55,,431,NEW,
432,MSFT,BUY,LIMIT,402.73,64,,432,NEW,
433,NVDA,BUY,LIMIT,182.86,1,,433,NEW,
434,AAPL,SELL,LIMIT,255.7,55,,434,NEW,
435,MSFT,BUY,LIMIT,402.65,35,,435,NEW,
436,TSLA,SELL,LIMIT,419.18,67,,436,NEW,
437,MSFT,BUY,LIMIT,402.62,1424,,437,NEW,
438,NVDA,BUY,LIMIT,182.88,236,,438,NEW,
439,SPY,BUY,LIMIT,680.53,40,,439,NEW,
440,MSFT,SELL,LIMIT,402.95,544,,440,NEW,
441,MSFT,BUY,LIMIT,402.72,88,,441,NEW,
442,TSLA,SELL,LIMIT,419.08,35,,442,NEW,
443,SPY,BUY,LIMIT,680.69,16,,443,NEW,
444,AAPL,BUY,LIMIT,255.56,54,,444,NEW,
445,MSFT,BUY,LIMIT,402.9,1630,,445,NEW,
446,SPY,SELL,LIMIT,680.75,96,,446,NEW,
447,NVDA,BUY,LIMIT,182.88,28,,447,NEW,
448,GOOGL,BUY,LIMIT,305.37,116,,448,NEW,
449,SPY,SELL,LIMIT,680.67,73,,449,NEW,
450,MSFT,BUY,LIMIT,402.84,902,,450,NEW,
451,MSFT,SELL,LIMIT,402.97,34,,451,NEW,
452,SPY,SELL,LIMIT,680.51,117,,452,NEW,
