seq,symbol,side,type,price,qty,order_id,action,ref_id
90,MSFT,BUY,LIMIT,401.32,77,90,NEW,
91,MSFT,SELL,LIMIT,401.59,39,91,NEW,
92,SPY,SELL,LIMIT,681.67,66,92,NEW,
93,AAPL,BUY,LIMIT,255.54,47,93,NEW,
94,AAPL,BUY,LIMIT,255.51,64,94,NEW,
95,GOOGL,BUY,LIMIT,305.64,275,95,NEW,
96,AAPL,BUY,LIMIT,255.46,81,96,NEW,
97,SPY,BUY,LIMIT,681.51,45,97,NEW,
98,MSFT,BUY,LIMIT,401.4,84,98,NEW,
99,TSLA,SELL,LIMIT,417.89,50,99,NEW,
100,META,BUY,LIMIT,639.3,46,100,NEW,
101,MSFT,BUY,LIMIT,401.37,670,101,NEW,
102,AMZN,SELL,LIMIT,198.62,60,102,NEW,
103,AAPL,SELL,LIMIT,255.56,84,103,NEW,
104,META,BUY,LIMIT,639.16,9,104,NEW,
105,MSFT,BUY,LIMIT,401.37,93,105,NEW,
106,MSFT,SELL,LIMIT,401.64,93,106,NEW,
107,GOOGL,BUY,LIMIT,305.58,94,107,NEW,
108,META,BUY,LIMIT,639.01,40,108,NEW,
109,TSLA,SELL,LIMIT,418.08,42,109,NEW,
110,TSLA,BUY,LIMIT,418.05,84,110,NEW,
111,AAPL,BUY,LIMIT,255.42,68,111,NEW,
112,MSFT,BUY,LIMIT,401.5,55,112,NEW,
113,TSLA,BUY,LIMIT,417.9,3,113,NEW,
114,AMZN,SELL,LIMIT,198.66,39,114,NEW,
115,TSLA,SELL,LIMIT,418.1,1,115,NEW,
116,AMZN,BUY,LIMIT,198.56,40,116,NEW,
117,AAPL,SELL,LIMIT,255.5,91,117,NEW,
118,META,BUY,LIMIT,638.77,32,118,NEW,
119,AAPL,SELL,LIMIT,255.53,92,119,NEW,
120,SPY,SELL,LIMIT,681.68,37,120,NEW,
121,GOOGL,BUY,LIMIT,305.59,95,121,NEW,
122,SPY,SELL,LIMIT,681.82,89,122,NEW,
123,NVDA,BUY,LIMIT,183.29,57,123,NEW,
124,MSFT,BUY,LIMIT,401.51,22,124,NEW,
125,AAPL,SELL,LIMIT,255.57,23,125,NEW,
126,META,SELL,LIMIT,639.06,60,126,NEW,
127,NVDA,BUY,LIMIT,183.42,489,127,NEW,
128,TSLA,SELL,LIMIT,418.32,70,128,NEW,
129,NVDA,SELL,LIMIT,183.41,27,129,NEW,
130,AAPL,SELL,LIMIT,255.53,61,130,NEW,
131,AAPL,BUY,LIMIT,255.41,32,131,NEW,
132,MSFT,BUY,LIMIT,401.43,640,132,NEW,
133,AMZN,SELL,LIMIT,198.66,585,133,NEW,
134,NVDA,BUY,LIMIT,183.37,23,134,NEW,
135,GOOGL,BUY,LIMIT,305.5,28,135,NEW,
136,SPY,SELL,LIMIT,681.79,19,136,NEW,
137,AMZN,BUY,LIMIT,198.56,557,137,NEW,
138,GOOGL,BUY,LIMIT,305.58,58,138,NEW,
139,META,SELL,LIMIT,639.18,60,139,NEW,
140,TSLA,BUY,LIMIT,417.83,77,140,NEW,
141,SPY,BUY,LIMIT,681.65,52,141,NEW,
142,META,SELL,LIMIT,639.15,76,142,NEW,
143,META,BUY,LIMIT,638.92,75,143,NEW,
144,GOOGL,SELL,LIMIT,305.83,69,144,NEW,
145,NVDA,BUY,LIMIT,183.37,34,145,NEW,
146,SPY,BUY,LIMIT,681.6,43,146,NEW,
147,AAPL,SELL,LIMIT,255.43,19,147,NEW,
148,NVDA,SELL,LIMIT,183.49,18,148,NEW,
149,SPY,SELL,LIMIT,681.74,928,149,NEW,
150,GOOGL,BUY,LIMIT,305.64,91,150,NEW,
151,MSFT,BUY,LIMIT,401.37,82,151,NEW,
152,TSLA,BUY,LIMIT,418,49,152,NEW,
153,NVDA,SELL,LIMIT,183.43,82,153,NEW,
154,TSLA,SELL,LIMIT,418.47,415,154,NEW,
155,AAPL,BUY,LIMIT,255.42,40,155,NEW,
156,NVDA,SELL,LIMIT,183.43,44,156,NEW,
157,META,SELL,LIMIT,639.24,999,157,NEW,
158,NVDA,SELL,LIMIT,183.44,82,158,NEW,
159,GOOGL,SELL,LIMIT,305.73,82,159,NEW,
160,META,BUY,LIMIT,639.38,40,160,NEW,
161,GOOGL,BUY,LIMIT,305.62,554,161,NEW,
162,META,SELL,LIMIT,639.61,688,162,NEW,
163,META,SELL,LIMIT,639.63,69,163,NEW,
164,GOOGL,SELL,LIMIT,305.78,713,164,NEW,
165,MSFT,SELL,LIMIT,401.48,27,165,NEW,
166,AAPL,BUY,LIMIT,255.42,14,166,NEW,
167,AAPL,SELL,LIMIT,255.54,43,167,NEW,
168,TSLA,SELL,LIMIT,418.68,80,168,NEW,
169,TSLA,BUY,LIMIT,418.57,2,169,NEW,
170,TSLA,BUY,LIMIT,418.5,74,170,NEW,
171,NVDA,BUY,LIMIT,183.39,62,171,NEW,
172,AMZN,BUY,LIMIT,198.54,25,172,NEW,
173,SPY,BUY,LIMIT,681.57,54,173,NEW,
174,MSFT,BUY,LIMIT,401.31,49,174,NEW,
175,SPY,SELL,LIMIT,682.05,7,175,NEW,
176,GOOGL,BUY,LIMIT,305.68,264,176,NEW,
177,MSFT,SELL,LIMIT,401.47,27,177,NEW,
178,AMZN,SELL,LIMIT,198.6,20,178,NEW,
179,GOOGL,BUY,LIMIT,305.67,64,179,NEW,
180,AAPL,BUY,LIMIT,255.36,79,180,NEW,
181,NVDA,SELL,LIMIT,183.46,83,181,NEW,
182,SPY,SELL,LIMIT,681.93,43,182,NEW,
183,NVDA,SELL,LIMIT,183.41,100,183,NEW,
184,MSFT,SELL,LIMIT,401.47,43,184,NEW,
185,MSFT,SELL,LIMIT,401.38,94,185,NEW,
186,AMZN,SELL,LIMIT,198.59,26,186,NEW,
187,SPY,SELL,LIMIT,681.98,79,187,NEW,
188,MSFT,BUY,LIMIT,401.19,81,188,NEW,
189,META,SELL,LIMIT,640.19,95,189,NEW,
190,GOOGL,SELL,LIMIT,305.75,89,190,NEW,
191,NVDA,SELL,LIMIT,183.32,38,191,NEW,
192,META,BUY,LIMIT,639.57,87,192,NEW,
193,AAPL,SELL,LIMIT,255.51,15,193,NEW,
194,NVDA,BUY,LIMIT,183.26,84,194,NEW,
195,TSLA,SELL,LIMIT,418.66,93,195,NEW,
196,SPY,BUY,LIMIT,681.72,47,196,NEW,
197,AMZN,SELL,LIMIT,198.51,20,197,NEW,
198,AMZN,SELL,LIMIT,198.54,73,198,NEW,
199,SPY,SELL,LIMIT,682.06,90,199,NEW,
200,AAPL,BUY,LIMIT,255.38,78,200,NEW,
201,AAPL,SELL,LIMIT,255.48,16,201,NEW,
202,AMZN,BUY,LIMIT,198.43,2,202,NEW,
203,NVDA,BUY,LIMIT,183.25,27,203,NEW,
204,AAPL,BUY,LIMIT,255.39,60,204,NEW,
205,MSFT,BUY,LIMIT,401.15,20,205,NEW,
206,NVDA,BUY,LIMIT,183.38,36,206,NEW,
207,SPY,SELL,LIMIT,682.19,63,207,NEW,
208,MSFT,BUY,LIMIT,401.21,71,208,NEW,
209,NVDA,SELL,LIMIT,183.48,321,209,NEW,
210,GOOGL,BUY,LIMIT,305.69,100,210,NEW,
211,TSLA,BUY,LIMIT,418.53,8,211,NEW,
212,META,BUY,LIMIT,639.41,537,212,NEW,
213,MSFT,BUY,LIMIT,401.12,42,213,NEW,
214,AAPL,BUY,LIMIT,255.36,344,214,NEW,
215,SPY,SELL,LIMIT,682.24,411,215,NEW,
216,AMZN,BUY,LIMIT,198.41,8,216,NEW,
217,NVDA,BUY,LIMIT,183.43,62,217,NEW,
218,NVDA,BUY,LIMIT,183.36,86,218,NEW,
219,AAPL,BUY,LIMIT,255.3,7,219,NEW,
220,AMZN,BUY,LIMIT,198.46,90,220,NEW,
221,AMZN,BUY,LIMIT,198.51,72,221,NEW,
222,MSFT,SELL,LIMIT,401.35,990,222,NEW,
223,TSLA,BUY,LIMIT,418.65,55,223,NEW,
224,META,BUY,LIMIT,639.36,1,224,NEW,
225,MSFT,BUY,LIMIT,401.26,22,225,NEW,
226,SPY,BUY,LIMIT,681.91,22,226,NEW,
227,AAPL,SELL,LIMIT,255.32,900,227,NEW,
228,TSLA,BUY,LIMIT,418.72,729,228,NEW,
229,NVDA,SELL,LIMIT,183.45,34,229,NEW,
230,TSLA,SELL,LIMIT,418.83,19,230,NEW,
231,MSFT,BUY,LIMIT,401.12,4,231,NEW,
232,AAPL,BUY,LIMIT,255.15,83,232,NEW,
233,TSLA,SELL,LIMIT,418.76,1,233,NEW,
234,TSLA,BUY,LIMIT,418.34,13,234,NEW,
235,GOOGL,BUY,LIMIT,305.71,17,235,NEW,
236,AMZN,BUY,LIMIT,198.51,64,236,NEW,
237,GOOGL,SELL,LIMIT,305.89,27,237,NEW,
238,SPY,BUY,LIMIT,681.85,44,238,NEW,
239,AMZN,SELL,LIMIT,198.61,80,239,NEW,
240,META,SELL,LIMIT,639.49,41,240,NEW,
241,AAPL,BUY,LIMIT,255.12,67,241,NEW,
242,NVDA,BUY,LIMIT,183.28,47,242,NEW,
243,NVDA,BUY,LIMIT,183.25,40,243,NEW,
244,TSLA,BUY,LIMIT,418.27,76,244,NEW,
245,META,SELL,LIMIT,639.46,45,245,NEW,
246,MSFT,BUY,LIMIT,401.05,88,246,NEW,
247,TSLA,SELL,LIMIT,418.74,73,247,NEW,
248,META,SELL,LIMIT,639.65,55,248,NEW,
249,GOOGL,SELL,LIMIT,306.02,38,249,NEW,
250,MSFT,BUY,LIMIT,401.08,1,250,NEW,
251,NVDA,BUY,LIMIT,183.2,35,251,NEW,
252,AAPL,SELL,LIMIT,255.19,44,252,NEW,
253,GOOGL,BUY,LIMIT,305.94,80,253,NEW,
254,META,SELL,LIMIT,639.88,60,254,NEW,
255,AAPL,SELL,LIMIT,255.11,94,255,NEW,
256,SPY,SELL,LIMIT,681.97,93,256,NEW,
257,META,SELL,LIMIT,639.73,452,257,NEW,
258,AMZN,BUY,LIMIT,198.52,2,258,NEW,
259,AAPL,BUY,LIMIT,255.03,11,259,NEW,
260,MSFT,BUY,LIMIT,401.03,23,260,NEW,
261,META,SELL,LIMIT,639.6,84,261,NEW,
262,MSFT,SELL,LIMIT,401.2,62,262,NEW,
263,AMZN,SELL,LIMIT,198.58,7,263,NEW,
264,NVDA,SELL,LIMIT,183.32,40,264,NEW,
265,TSLA,SELL,LIMIT,418.87,88,265,NEW,
266,MSFT,SELL,LIMIT,401.15,77,266,NEW,
267,MSFT,SELL,LIMIT,401.08,88,267,NEW,
268,AMZN,SELL,LIMIT,198.59,64,268,NEW,
269,GOOGL,SELL,LIMIT,305.93,91,269,NEW,
270,AAPL,BUY,LIMIT,255.06,727,270,NEW,
271,AAPL,BUY,LIMIT,255.13,92,271,NEW,
272,SPY,BUY,LIMIT,681.78,68,272,NEW,
273,META,SELL,LIMIT,639.43,35,273,NEW,
274,AMZN,BUY,LIMIT,198.63,73,274,NEW,
275,SPY,SELL,LIMIT,682.15,1,275,NEW,
276,GOOGL,SELL,LIMIT,306.08,77,276,NEW,
277,SPY,BUY,LIMIT,681.7,36,277,NEW,
278,AMZN,SELL,LIMIT,198.72,63,278,NEW,
279,AAPL,SELL,LIMIT,255.25,24,279,NEW,
280,SPY,SELL,LIMIT,682.2,47,280,NEW,
281,GOOGL,SELL,LIMIT,306.1,460,281,NEW,
282,AMZN,SELL,LIMIT,198.63,47,282,NEW,
283,GOOGL,BUY,LIMIT,305.94,59,283,NEW,
284,MSFT,SELL,LIMIT,401.14,90,284,NEW,
285,META,SELL,LIMIT,639.46,201,285,NEW,
286,MSFT,SELL,LIMIT,401.17,100,286,NEW,
287,TSLA,BUY,LIMIT,418.75,3,287,NEW,
288,MSFT,BUY,LIMIT,401.23,96,288,NEW,
289,GOOGL,SELL,LIMIT,305.99,79,289,NEW,
290,TSLA,SELL,LIMIT,419.22,99,290,NEW,
291,AAPL,BUY,LIMIT,255.19,5,291,NEW,
292,META,BUY,LIMIT,639.39,450,292,NEW,
293,META,BUY,LIMIT,639.22,35,293,NEW,
294,TSLA,BUY,LIMIT,419.18,92,294,NEW,
295,AMZN,SELL,LIMIT,198.62,51,295,NEW,
296,AAPL,SELL,LIMIT,255.34,63,296,NEW,
297,NVDA,SELL,LIMIT,183.31,40,297,NEW,
298,MSFT,SELL,LIMIT,401.36,62,298,NEW,
299,AAPL,SELL,LIMIT,255.31,85,299,NEW,
300,GOOGL,SELL,LIMIT,306.02,83,300,NEW,
301,TSLA,BUY,LIMIT,419.34,304,301,NEW,
302,AAPL,BUY,LIMIT,255.18,63,302,NEW,
303,MSFT,SELL,LIMIT,401.21,53,303,NEW,
304,META,BUY,LIMIT,639.07,37,304,NEW,
305,AAPL,SELL,LIMIT,255.25,16,305,NEW,
306,MSFT,BUY,LIMIT,401.14,100,306,NEW,
307,TSLA,BUY,LIMIT,419.35,51,307,NEW,
308,AAPL,BUY,LIMIT,255.25,17,308,NEW,
309,SPY,SELL,LIMIT,682,55,309,NEW,
310,TSLA,SELL,LIMIT,419.63,712,310,NEW,
311,MSFT,BUY,LIMIT,401.05,34,311,NEW,
312,AMZN,SELL,LIMIT,198.6,100,312,NEW,
313,GOOGL,SELL,LIMIT,305.91,5,313,NEW,
314,TSLA,BUY,LIMIT,419.64,93,314,NEW,
315,SPY,BUY,LIMIT,681.84,25,315,NEW,
316,GOOGL,BUY,LIMIT,305.67,459,316,NEW,
317,NVDA,BUY,LIMIT,183.22,37,317,NEW,
318,MSFT,SELL,LIMIT,401.26,17,318,NEW,
319,SPY,SELL,LIMIT,681.92,78,319,NEW,
320,NVDA,BUY,LIMIT,183.27,88,320,NEW,
321,NVDA,BUY,LIMIT,183.24,18,321,NEW,
322,SPY,SELL,LIMIT,682.12,44,322,NEW,
323,AAPL,BUY,LIMIT,255.26,19,323,NEW,
324,META,BUY,LIMIT,639.26,76,324,NEW,
325,AAPL,BUY,LIMIT,255.18,11,325,NEW,
326,SPY,SELL,LIMIT,682.24,641,326,NEW,
327,SPY,SELL,LIMIT,682.13,65,327,NEW,
328,GOOGL,SELL,LIMIT,305.81,56,328,NEW,
329,NVDA,SELL,LIMIT,183.23,91,329,NEW,
330,AMZN,SELL,LIMIT,198.58,100,330,NEW,
331,AMZN,BUY,LIMIT,198.48,76,331,NEW,
332,AAPL,BUY,LIMIT,255.25,29,332,NEW,
333,SPY,SELL,LIMIT,682.1,91,333,NEW,
334,AMZN,BUY,LIMIT,198.47,21,334,NEW,
335,AMZN,BUY,LIMIT,198.47,23,335,NEW,
336,SPY,SELL,LIMIT,682.15,867,336,NEW,
337,MSFT,BUY,LIMIT,401.01,76,337,NEW,
338,NVDA,BUY,LIMIT,183.2,90,338,NEW,
339,AAPL,BUY,LIMIT,255.16,33,339,NEW,
340,MSFT,BUY,LIMIT,400.95,67,340,NEW,
341,TSLA,BUY,LIMIT,419.37,14,341,NEW,
342,AMZN,SELL,LIMIT,198.51,15,342,NEW,
343,AMZN,SELL,LIMIT,198.47,615,343,NEW,
344,GOOGL,SELL,LIMIT,305.92,72,344,NEW,
345,SPY,BUY,LIMIT,681.78,27,345,NEW,
346,SPY,SELL,LIMIT,681.84,44,346,NEW,
347,MSFT,BUY,LIMIT,400.93,6,347,NEW,
348,MSFT,BUY,LIMIT,400.94,935,348,NEW,
349,META,BUY,LIMIT,639.35,53,349,NEW,
350,SPY,BUY,LIMIT,681.62,636,350,NEW,
351,TSLA,SELL,LIMIT,419.78,87,351,NEW,
352,GOOGL,BUY,LIMIT,305.74,42,352,NEW,
353,SPY,SELL,LIMIT,681.79,41,353,NEW,
354,AAPL,SELL,LIMIT,255.33,93,354,NEW,
355,NVDA,SELL,LIMIT,183.21,84,355,NEW,
356,GOOGL,BUY,LIMIT,305.75,91,356,NEW,
357,GOOGL,BUY,LIMIT,305.7,87,357,NEW,
358,META,BUY,LIMIT,639.28,572,358,NEW,
359,AAPL,BUY,LIMIT,255.24,29,359,NEW,
360,AAPL,SELL,LIMIT,255.29,60,360,NEW,
361,META,SELL,LIMIT,639.82,40,361,NEW,
362,MSFT,SELL,LIMIT,401.15,34,362,NEW,
363,TSLA,BUY,LIMIT,419.63,785,363,NEW,
364,META,BUY,LIMIT,639.44,67,364,NEW,
365,META,SELL,LIMIT,639.61,84,365,NEW,
366,MSFT,BUY,LIMIT,401,26,366,NEW,
367,MSFT,SELL,LIMIT,401.07,25,367,NEW,
368,MSFT,BUY,LIMIT,400.88,94,368,NEW,
369,SPY,SELL,LIMIT,681.73,15,369,NEW,
370,AAPL,BUY,LIMIT,255.24,14,370,NEW,
371,NVDA,BUY,LIMIT,183.22,80,371,NEW,
372,AAPL,BUY,LIMIT,255.18,28,372,NEW,
373,AMZN,BUY,LIMIT,198.39,99,373,NEW,
374,META,BUY,LIMIT,639.6,60,374,NEW,
375,TSLA,SELL,LIMIT,419.7,44,375,NEW,
376,GOOGL,BUY,LIMIT,305.74,64,376,NEW,
377,MSFT,SELL,LIMIT,400.97,228,377,NEW,
378,SPY,BUY,LIMIT,681.71,23,378,NEW,
379,MSFT,SELL,LIMIT,400.79,8,379,NEW,
380,AMZN,SELL,LIMIT,198.44,91,380,NEW,
381,TSLA,SELL,LIMIT,419.6,37,381,NEW,
382,TSLA,SELL,LIMIT,419.54,51,382,NEW,
383,GOOGL,SELL,LIMIT,305.86,47,383,NEW,
384,SPY,SELL,LIMIT,682.03,75,384,NEW,
385,AMZN,SELL,LIMIT,198.51,9,385,NEW,
386,MSFT,BUY,LIMIT,400.57,70,386,NEW,
387,GOOGL,SELL,LIMIT,305.89,1,387,NEW,
388,NVDA,SELL,LIMIT,183.19,47,388,NEW,
389,MSFT,SELL,LIMIT,400.67,75,389,NEW,
390,MSFT,BUY,LIMIT,400.51,88,390,NEW,
391,AMZN,BUY,LIMIT,198.5,91,391,NEW,
392,TSLA,BUY,LIMIT,419.35,69,392,NEW,
393,TSLA,SELL,LIMIT,419.3,48,393,NEW,
394,SPY,BUY,LIMIT,681.64,73,394,NEW,
395,AAPL,SELL,LIMIT,255.21,30,395,NEW,
396,META,SELL,LIMIT,639.46,13,396,NEW,
397,NVDA,SELL,LIMIT,183.24,7,397,NEW,
398,MSFT,BUY,LIMIT,400.68,26,398,NEW,
399,GOOGL,SELL,LIMIT,305.8,51,399,NEW,
400,SPY,SELL,LIMIT,681.98,71,400,NEW,
401,SPY,BUY,LIMIT,681.85,81,401,NEW,
402,NVDA,BUY,LIMIT,183.23,251,402,NEW,
403,AAPL,BUY,LIMIT,255.1,325,403,NEW,
404,SPY,SELL,LIMIT,682.03,40,404,NEW,
405,NVDA,BUY,LIMIT,183.19,68,405,NEW,
406,MSFT,BUY,LIMIT,400.75,86,406,NEW,
407,GOOGL,BUY,LIMIT,305.59,20,407,NEW,
408,AAPL,BUY,LIMIT,255.14,76,408,NEW,
409,META,SELL,LIMIT,639.23,49,409,NEW,
410,SPY,BUY,LIMIT,681.9,46,410,NEW,
411,GOOGL,BUY,LIMIT,305.55,36,411,NEW,
412,TSLA,SELL,LIMIT,419.19,85,412,NEW,
413,GOOGL,SELL,LIMIT,305.66,74,413,NEW,
414,GOOGL,BUY,LIMIT,305.43,31,414,NEW,
415,SPY,SELL,LIMIT,682.15,60,415,NEW,
416,MSFT,BUY,LIMIT,400.75,44,416,NEW,
417,TSLA,SELL,LIMIT,418.93,91,417,NEW,
418,META,SELL,LIMIT,639.27,96,418,NEW,
419,MSFT,BUY,LIMIT,400.57,35,419,NEW,
420,META,BUY,LIMIT,638.93,37,420,NEW,
421,TSLA,BUY,LIMIT,418.78,51,421,NEW,
422,AMZN,SELL,LIMIT,198.57,14,422,NEW,
423,SPY,BUY,LIMIT,681.85,67,423,NEW,
424,NVDA,BUY,LIMIT,183.15,38,424,NEW,
425,TSLA,SELL,LIMIT,419.04,32,425,NEW,
426,MSFT,BUY,LIMIT,400.55,5,426,NEW,
427,NVDA,BUY,LIMIT,183.09,45,427,NEW,
428,SPY,SELL,LIMIT,682.37,696,428,NEW,
429,META,SELL,LIMIT,639.05,50,429,NEW,
430,META,BUY,LIMIT,638.9,712,430,NEW,
431,GOOGL,BUY,LIMIT,305.51,46,431,NEW,
432,AAPL,BUY,LIMIT,255.19,17,432,NEW,
433,SPY,BUY,LIMIT,682.25,62,433,NEW,
434,GOOGL,SELL,LIMIT,305.53,62,434,NEW,
435,MSFT,BUY,LIMIT,400.54,14,435,NEW,
436,NVDA,SELL,LIMIT,183.18,82,436,NEW,
437,AAPL,BUY,LIMIT,255.14,56,437,NEW,
438,NVDA,SELL,LIMIT,183.19,100,438,NEW,
439,MSFT,SELL,LIMIT,400.68,65,439,NEW,
440,MSFT,BUY,LIMIT,400.46,46,440,NEW,
441,SPY,BUY,LIMIT,682.33,76,441,NEW,
442,SPY,BUY,LIMIT,682.34,76,442,NEW,
443,NVDA,SELL,LIMIT,183.07,39,443,NEW,
444,MSFT,BUY,LIMIT,400.54,50,444,NEW,
445,AAPL,SELL,LIMIT,255.24,5,445,NEW,
446,SPY,BUY,LIMIT,682.28,31,446,NEW,
447,MSFT,BUY,LIMIT,400.57,73,447,NEW,
448,NVDA,SELL,LIMIT,183.02,20,448,NEW,
449,TSLA,BUY,LIMIT,419.06,99,449,NEW,
450,SPY,SELL,LIMIT,682.42,2,450,NEW,
451,NVDA,BUY,LIMIT,182.96,536,451,NEW,
452,MSFT,BUY,LIMIT,400.75,49,452,NEW,
453,META,SELL,LIMIT,638.92,7,453,NEW,
454,NVDA,SELL,LIMIT,183.07,79,454,NEW,
455,META,BUY,LIMIT,638.71,8,455,NEW,
456,SPY,SELL,LIMIT,682.2,92,456,NEW,
457,GOOGL,SELL,LIMIT,305.57,68,457,NEW,
458,SPY,SELL,LIMIT,682.12,44,458,NEW,
459,META,SELL,LIMIT,638.67,90,459,NEW,
460,META,SELL,LIMIT,638.46,365,460,NEW,
461,GOOGL,SELL,LIMIT,305.64,5,461,NEW,
462,TSLA,BUY,LIMIT,418.87,23,462,NEW,
463,MSFT,SELL,LIMIT,400.92,81,463,NEW,
464,AMZN,SELL,LIMIT,198.46,36,464,NEW,
465,GOOGL,SELL,LIMIT,305.68,57,465,NEW,
466,NVDA,SELL,LIMIT,183.09,2,466,NEW,
467,SPY,SELL,LIMIT,682.03,10,467,NEW,
468,AAPL,SELL,LIMIT,255.27,7,468,NEW,
469,NVDA,SELL,LIMIT,183.02,6,469,NEW,
470,AMZN,SELL,LIMIT,198.46,51,470,NEW,
