seq,symbol,side,type,price,qty,order_id,action,ref_id
47,AMZN,BUY,LIMIT,198.86,90,47,NEW,
48,TSLA,BUY,LIMIT,418.07,255,48,NEW,
49,GOOGL,SELL,LIMIT,305.9,23,49,NEW,
50,META,SELL,LIMIT,640.18,84,50,NEW,
51,AMZN,SELL,LIMIT,198.88,54,51,NEW,
52,AAPL,SELL,LIMIT,255.92,48,52,NEW,
53,AAPL,SELL,LIMIT,255.9,49,53,NEW,
54,AMZN,SELL,LIMIT,198.84,20,54,NEW,
55,TSLA,SELL,LIMIT,418.52,34,55,NEW,
56,TSLA,BUY,LIMIT,418.69,482,56,NEW,
57,AMZN,BUY,LIMIT,198.76,99,57,NEW,
58,TSLA,SELL,LIMIT,418.95,4,58,NEW,
59,GOOGL,BUY,LIMIT,305.81,85,59,NEW,
60,TSLA,BUY,LIMIT,418.95,68,60,NEW,
61,NVDA,BUY,LIMIT,182.86,54,61,NEW,
62,SPY,BUY,LIMIT,681.51,13,62,NEW,
63,AAPL,BUY,LIMIT,255.77,17,63,NEW,
64,AMZN,BUY,LIMIT,198.77,91,64,NEW,
65,MSFT,SELL,LIMIT,401.43,37,65,NEW,
66,TSLA,BUY,LIMIT,418.99,62,66,NEW,
67,NVDA,BUY,LIMIT,182.85,586,67,NEW,
68,TSLA,SELL,LIMIT,419.19,455,68,NEW,
69,SPY,SELL,LIMIT,681.97,23,69,NEW,
70,AMZN,BUY,LIMIT,198.75,368,70,NEW,
71,META,BUY,LIMIT,639.79,4,71,NEW,
72,MSFT,SELL,LIMIT,401.52,47,72,NEW,
73,NVDA,SELL,LIMIT,182.84,68,73,NEW,
74,AMZN,BUY,LIMIT,198.66,2,74,NEW,
75,AAPL,BUY,LIMIT,255.65,64,75,NEW,
76,NVDA,BUY,LIMIT,182.83,18,76,NEW,
77,META,BUY,LIMIT,639.7,72,77,NEW,
78,MSFT,BUY,LIMIT,401.46,62,78,NEW,
79,TSLA,SELL,LIMIT,419.25,9,79,NEW,
80,TSLA,BUY,LIMIT,419.24,53,80,NEW,
81,AAPL,BUY,LIMIT,255.71,82,81,NEW,
82,MSFT,BUY,LIMIT,401.49,88,82,NEW,
83,MSFT,SELL,LIMIT,401.68,91,83,NEW,
84,AAPL,SELL,LIMIT,255.8,11,84,NEW,
85,AAPL,BUY,LIMIT,255.77,46,85,NEW,
86,NVDA,SELL,LIMIT,182.89,28,86,NEW,
87,GOOGL,SELL,LIMIT,305.93,25,87,NEW,
88,SPY,SELL,LIMIT,681.98,10,88,NEW,
89,GOOGL,BUY,LIMIT,305.86,88,89,NEW,
90,GOOGL,BUY,LIMIT,305.8,15,90,NEW,
91,GOOGL,SELL,LIMIT,305.95,93,91,NEW,
92,SPY,SELL,LIMIT,682.07,68,92,NEW,
93,META,SELL,LIMIT,640.58,80,93,NEW,
94,NVDA,BUY,LIMIT,182.76,61,94,NEW,
95,GOOGL,SELL,LIMIT,305.93,100,95,NEW,
96,MSFT,SELL,LIMIT,401.58,714,96,NEW,
97,GOOGL,BUY,LIMIT,305.79,51,97,NEW,
98,TSLA,SELL,LIMIT,419.37,68,98,NEW,
99,GOOGL,BUY,LIMIT,305.89,50,99,NEW,
100,AMZN,SELL,LIMIT,198.67,928,100,NEW,
101,AAPL,SELL,LIMIT,255.92,52,101,NEW,
102,AAPL,BUY,LIMIT,255.81,16,102,NEW,
103,GOOGL,BUY,LIMIT,305.96,65,103,NEW,
104,META,BUY,LIMIT,640.42,640,104,NEW,
105,TSLA,BUY,LIMIT,419.2,83,105,NEW,
106,META,SELL,LIMIT,640.77,1,106,NEW,
107,MSFT,BUY,LIMIT,401.42,11,107,NEW,
108,SPY,BUY,LIMIT,681.87,3,108,NEW,
109,SPY,SELL,LIMIT,682.12,57,109,NEW,
110,NVDA,SELL,LIMIT,182.85,4,110,NEW,
111,META,BUY,LIMIT,640.47,5,111,NEW,
112,NVDA,SELL,LIMIT,182.9,27,112,NEW,
113,TSLA,BUY,LIMIT,419.34,41,113,NEW,
114,META,BUY,LIMIT,640.66,20,114,NEW,
115,NVDA,BUY,LIMIT,182.89,38,115,NEW,
116,NVDA,SELL,LIMIT,182.89,41,116,NEW,
117,AAPL,BUY,LIMIT,255.79,73,117,NEW,
118,TSLA,SELL,LIMIT,419.26,72,118,NEW,
119,AAPL,BUY,LIMIT,255.8,42,119,NEW,
120,TSLA,BUY,LIMIT,419.17,20,120,NEW,
121,AAPL,BUY,LIMIT,255.81,100,121,NEW,
122,AAPL,SELL,LIMIT,255.84,77,122,NEW,
123,GOOGL,BUY,LIMIT,305.99,15,123,NEW,
124,SPY,BUY,LIMIT,681.74,47,124,NEW,
125,SPY,BUY,LIMIT,682.03,99,125,NEW,
126,MSFT,BUY,LIMIT,401.57,45,126,NEW,
127,META,SELL,LIMIT,641.06,36,127,NEW,
128,AAPL,BUY,LIMIT,255.78,18,128,NEW,
129,META,SELL,LIMIT,641,51,129,NEW,
130,SPY,BUY,LIMIT,682,53,130,NEW,
131,SPY,BUY,LIMIT,681.99,746,131,NEW,
132,AAPL,SELL,LIMIT,255.82,45,132,NEW,
133,TSLA,SELL,LIMIT,419.4,86,133,NEW,
134,NVDA,BUY,LIMIT,182.74,91,134,NEW,
135,NVDA,BUY,LIMIT,182.72,18,135,NEW,
136,META,SELL,LIMIT,641.2,65,136,NEW,
137,AMZN,SELL,LIMIT,198.73,41,137,NEW,
138,AMZN,BUY,LIMIT,198.74,89,138,NEW,
139,NVDA,SELL,LIMIT,182.72,55,139,NEW,
140,AAPL,BUY,LIMIT,255.75,43,140,NEW,
141,GOOGL,SELL,LIMIT,306.11,721,141,NEW,
142,MSFT,BUY,LIMIT,401.69,64,142,NEW,
143,META,SELL,LIMIT,641.44,25,143,NEW,
144,AMZN,BUY,LIMIT,198.79,83,144,NEW,
145,AMZN,SELL,LIMIT,198.85,13,145,NEW,
146,SPY,BUY,LIMIT,682.05,39,146,NEW,
147,AAPL,BUY,LIMIT,255.71,95,147,NEW,
148,AAPL,BUY,LIMIT,255.67,48,148,NEW,
149,SPY,BUY,LIMIT,681.94,46,149,NEW,
150,MSFT,BUY,LIMIT,401.63,26,150,NEW,
151,GOOGL,SELL,LIMIT,306.05,46,151,NEW,
152,AAPL,BUY,LIMIT,255.72,13,152,NEW,
153,SPY,SELL,LIMIT,682.33,88,153,NEW,
154,AAPL,BUY,LIMIT,255.77,14,154,NEW,
155,NVDA,BUY,LIMIT,182.72,29,155,NEW,
156,META,BUY,LIMIT,641.45,69,156,NEW,
157,TSLA,BUY,LIMIT,418.94,12,157,NEW,
158,META,BUY,LIMIT,641.62,17,158,NEW,
159,NVDA,BUY,LIMIT,182.69,63,159,NEW,
160,AAPL,BUY,LIMIT,255.69,20,160,NEW,
161,AMZN,SELL,LIMIT,198.82,55,161,NEW,
162,SPY,BUY,LIMIT,682.06,94,162,NEW,
163,MSFT,BUY,LIMIT,401.77,16,163,NEW,
164,MSFT,SELL,LIMIT,401.86,31,164,NEW,
165,META,SELL,LIMIT,641.67,10,165,NEW,
166,AMZN,SELL,LIMIT,198.8,49,166,NEW,
167,TSLA,BUY,LIMIT,418.97,21,167,NEW,
168,MSFT,BUY,LIMIT,401.72,96,168,NEW,
169,MSFT,SELL,LIMIT,401.93,537,169,NEW,
170,META,BUY,LIMIT,641.44,89,170,NEW,
171,TSLA,SELL,LIMIT,419.02,31,171,NEW,
172,AAPL,BUY,LIMIT,255.71,983,172,NEW,
173,AAPL,BUY,LIMIT,255.71,31,173,NEW,
174,TSLA,BUY,LIMIT,419.11,26,174,NEW,
175,AAPL,BUY,LIMIT,255.72,81,175,NEW,
176,TSLA,BUY,LIMIT,418.87,931,176,NEW,
177,GOOGL,BUY,LIMIT,305.88,82,177,NEW,
178,NVDA,BUY,LIMIT,182.57,12,178,NEW,
179,SPY,BUY,LIMIT,682.23,1,179,NEW,
180,NVDA,BUY,LIMIT,182.58,301,180,NEW,
181,AAPL,SELL,LIMIT,255.84,38,181,NEW,
182,NVDA,BUY,LIMIT,182.57,34,182,NEW,
183,AMZN,BUY,LIMIT,198.75,6,183,NEW,
184,NVDA,SELL,LIMIT,182.61,63,184,NEW,
185,NVDA,SELL,LIMIT,182.68,16,185,NEW,
186,MSFT,BUY,LIMIT,401.75,52,186,NEW,
187,AAPL,SELL,LIMIT,255.92,13,187,NEW,
188,META,BUY,LIMIT,641.59,71,188,NEW,
189,GOOGL,BUY,LIMIT,305.93,85,189,NEW,
190,META,SELL,LIMIT,642.19,57,190,NEW,
191,AAPL,BUY,LIMIT,255.86,4,191,NEW,
192,AAPL,BUY,LIMIT,256.07,8,192,NEW,
193,AMZN,SELL,LIMIT,198.93,78,193,NEW,
194,MSFT,BUY,LIMIT,401.81,32,194,NEW,
195,MSFT,BUY,LIMIT,401.85,89,195,NEW,
196,NVDA,SELL,LIMIT,182.58,28,196,NEW,
197,MSFT,SELL,LIMIT,401.98,25,197,NEW,
198,SPY,SELL,LIMIT,682.45,86,198,NEW,
199,NVDA,SELL,LIMIT,182.56,36,199,NEW,
200,TSLA,BUY,LIMIT,418.91,100,200,NEW,
201,META,BUY,LIMIT,641.79,48,201,NEW,
202,GOOGL,SELL,LIMIT,305.95,577,202,NEW,
203,META,SELL,LIMIT,642.09,43,203,NEW,
204,AMZN,SELL,LIMIT,198.97,95,204,NEW,
205,AAPL,BUY,LIMIT,256.1,19,205,NEW,
206,GOOGL,SELL,LIMIT,305.94,53,206,NEW,
207,SPY,BUY,LIMIT,682.09,10,207,NEW,
208,META,BUY,LIMIT,641.66,92,208,NEW,
209,TSLA,BUY,LIMIT,418.85,62,209,NEW,
210,GOOGL,BUY,LIMIT,305.79,55,210,NEW,
211,NVDA,BUY,LIMIT,182.38,19,211,NEW,
212,MSFT,BUY,LIMIT,401.84,92,212,NEW,
213,AAPL,SELL,LIMIT,256.14,36,213,NEW,
214,NVDA,BUY,LIMIT,182.33,92,214,NEW,
215,TSLA,SELL,LIMIT,419.08,89,215,NEW,
216,META,BUY,LIMIT,641.84,97,216,NEW,
217,MSFT,SELL,LIMIT,402.02,79,217,NEW,
218,META,BUY,LIMIT,641.5,73,218,NEW,
219,AAPL,BUY,LIMIT,256.08,49,219,NEW,
220,TSLA,SELL,LIMIT,419.07,305,220,NEW,
221,AMZN,BUY,LIMIT,198.82,404,221,NEW,
222,AAPL,BUY,LIMIT,256.14,91,222,NEW,
223,TSLA,BUY,LIMIT,418.87,26,223,NEW,
224,MSFT,BUY,LIMIT,401.83,60,224,NEW,
225,AMZN,SELL,LIMIT,198.96,2,225,NEW,
226,AMZN,BUY,LIMIT,198.89,782,226,NEW,
227,MSFT,SELL,LIMIT,402.02,65,227,NEW,
228,AAPL,BUY,LIMIT,256.01,21,228,NEW,
229,META,SELL,LIMIT,642.15,17,229,NEW,
230,NVDA,SELL,LIMIT,182.39,13,230,NEW,
231,META,SELL,LIMIT,641.99,40,231,NEW,
232,NVDA,BUY,LIMIT,182.39,17,232,NEW,
233,NVDA,SELL,LIMIT,182.48,35,233,NEW,
234,META,BUY,LIMIT,642.04,33,234,NEW,
235,TSLA,BUY,LIMIT,418.65,99,235,NEW,
236,SPY,SELL,LIMIT,682.37,45,236,NEW,
237,AAPL,BUY,LIMIT,255.85,24,237,NEW,
238,MSFT,SELL,LIMIT,401.89,22,238,NEW,
239,NVDA,SELL,LIMIT,182.45,46,239,NEW,
240,GOOGL,SELL,LIMIT,306.04,88,240,NEW,
241,AMZN,BUY,LIMIT,198.89,65,241,NEW,
242,GOOGL,BUY,LIMIT,305.99,13,242,NEW,
243,AAPL,SELL,LIMIT,255.93,55,243,NEW,
244,MSFT,SELL,LIMIT,401.97,96,244,NEW,
245,GOOGL,SELL,LIMIT,305.99,5,245,NEW,
246,MSFT,BUY,LIMIT,401.98,26,246,NEW,
247,AMZN,SELL,LIMIT,199.1,14,247,NEW,
248,GOOGL,SELL,LIMIT,305.94,275,248,NEW,
249,GOOGL,SELL,LIMIT,305.83,65,249,NEW,
250,SPY,BUY,LIMIT,681.99,43,250,NEW,
251,NVDA,SELL,LIMIT,182.45,66,251,NEW,
252,META,SELL,LIMIT,642.3,11,252,NEW,
253,MSFT,SELL,LIMIT,402.17,4,253,NEW,
254,SPY,BUY,LIMIT,682.05,62,254,NEW,
255,SPY,SELL,LIMIT,682.23,96,255,NEW,
256,NVDA,SELL,LIMIT,182.43,77,256,NEW,
257,AMZN,BUY,LIMIT,199.03,796,257,NEW,
258,NVDA,SELL,LIMIT,182.47,2,258,NEW,
259,AAPL,SELL,LIMIT,255.84,9,259,NEW,
260,GOOGL,BUY,LIMIT,305.62,73,260,NEW,
261,GOOGL,BUY,LIMIT,305.51,62,261,NEW,
262,AAPL,BUY,LIMIT,255.71,227,262,NEW,
263,AMZN,BUY,LIMIT,199,56,263,NEW,
264,GOOGL,BUY,LIMIT,305.58,87,264,NEW,
265,MSFT,SELL,LIMIT,402.18,59,265,NEW,
266,TSLA,SELL,LIMIT,418.85,94,266,NEW,
267,META,BUY,LIMIT,641.76,48,267,NEW,
268,AAPL,BUY,LIMIT,255.76,87,268,NEW,
269,TSLA,SELL,LIMIT,418.82,96,269,NEW,
270,TSLA,SELL,LIMIT,418.55,81,270,NEW,
271,AAPL,SELL,LIMIT,255.85,92,271,NEW,
272,AAPL,SELL,LIMIT,255.81,51,272,NEW,
273,NVDA,BUY,LIMIT,182.44,39,273,NEW,
274,TSLA,SELL,LIMIT,418.65,17,274,NEW,
275,META,SELL,LIMIT,641.95,9,275,NEW,
276,META,SELL,LIMIT,642.06,52,276,NEW,
277,AAPL,SELL,LIMIT,255.85,990,277,NEW,
278,SPY,SELL,LIMIT,682.18,418,278,NEW,
279,MSFT,BUY,LIMIT,401.99,91,279,NEW,
280,MSFT,BUY,LIMIT,402.08,34,280,NEW,
281,TSLA,SELL,LIMIT,418.72,239,281,NEW,
282,SPY,SELL,LIMIT,682.12,43,282,NEW,
283,TSLA,SELL,LIMIT,418.6,859,283,NEW,
284,SPY,BUY,LIMIT,681.83,58,284,NEW,
285,SPY,BUY,LIMIT,681.81,53,285,NEW,
286,TSLA,SELL,LIMIT,418.51,20,286,NEW,
287,NVDA,BUY,LIMIT,182.4,37,287,NEW,
288,NVDA,BUY,LIMIT,182.52,59,288,NEW,
289,META,BUY,LIMIT,641.83,325,289,NEW,
290,AMZN,BUY,LIMIT,199.02,87,290,NEW,
291,NVDA,BUY,LIMIT,182.5,4,291,NEW,
292,SPY,BUY,LIMIT,681.92,59,292,NEW,
293,AAPL,BUY,LIMIT,255.79,97,293,NEW,
294,SPY,BUY,LIMIT,681.97,25,294,NEW,
295,MSFT,BUY,LIMIT,401.97,29,295,NEW,
296,META,BUY,LIMIT,641.99,30,296,NEW,
297,TSLA,SELL,LIMIT,418.2,23,297,NEW,
298,AMZN,SELL,LIMIT,199.13,43,298,NEW,
299,META,SELL,LIMIT,642.2,25,299,NEW,
300,NVDA,SELL,LIMIT,182.58,34,300,NEW,
301,NVDA,SELL,LIMIT,182.61,40,301,NEW,
302,MSFT,BUY,LIMIT,401.91,9,302,NEW,
303,GOOGL,BUY,LIMIT,305.48,61,303,NEW,
304,NVDA,BUY,LIMIT,182.5,83,304,NEW,
305,MSFT,SELL,LIMIT,402.08,76,305,NEW,
306,NVDA,BUY,LIMIT,182.43,69,306,NEW,
307,AMZN,SELL,LIMIT,199.16,13,307,NEW,
308,NVDA,SELL,LIMIT,182.55,99,308,NEW,
309,AMZN,SELL,LIMIT,199.12,63,309,NEW,
310,TSLA,BUY,LIMIT,418.02,73,310,NEW,
311,AMZN,BUY,LIMIT,199.01,91,311,NEW,
312,MSFT,SELL,LIMIT,402.22,79,312,NEW,
313,NVDA,SELL,LIMIT,182.48,80,313,NEW,
314,GOOGL,BUY,LIMIT,305.48,96,314,NEW,
315,MSFT,BUY,LIMIT,401.95,24,315,NEW,
316,MSFT,SELL,LIMIT,402.03,39,316,NEW,
317,MSFT,BUY,LIMIT,401.92,50,317,NEW,
318,AAPL,SELL,LIMIT,255.87,43,318,NEW,
319,GOOGL,SELL,LIMIT,305.53,90,319,NEW,
320,AMZN,SELL,LIMIT,199.12,94,320,NEW,
321,NVDA,BUY,LIMIT,182.43,100,321,NEW,
322,MSFT,BUY,LIMIT,402,1,322,NEW,
323,SPY,BUY,LIMIT,682.03,942,323,NEW,
324,AAPL,SELL,LIMIT,255.95,14,324,NEW,
325,GOOGL,SELL,LIMIT,305.57,75,325,NEW,
326,GOOGL,SELL,LIMIT,305.61,446,326,NEW,
327,AAPL,BUY,LIMIT,255.84,9,327,NEW,
328,MSFT,SELL,LIMIT,402.13,66,328,NEW,
329,TSLA,BUY,LIMIT,417.86,87,329,NEW,
330,MSFT,BUY,LIMIT,401.9,86,330,NEW,
331,AMZN,BUY,LIMIT,198.96,32,331,NEW,
332,MSFT,SELL,LIMIT,402.02,80,332,NEW,
333,TSLA,BUY,LIMIT,417.68,87,333,NEW,
334,AAPL,BUY,LIMIT,255.79,31,334,NEW,
335,TSLA,SELL,LIMIT,417.66,20,335,NEW,
336,AAPL,SELL,LIMIT,255.94,786,336,NEW,
337,SPY,SELL,LIMIT,682.05,64,337,NEW,
338,NVDA,BUY,LIMIT,182.52,23,338,NEW,
339,NVDA,SELL,LIMIT,182.65,610,339,NEW,
340,TSLA,SELL,LIMIT,417.82,446,340,NEW,
341,SPY,BUY,LIMIT,681.58,75,341,NEW,
342,MSFT,SELL,LIMIT,401.97,807,342,NEW,
343,META,SELL,LIMIT,641.64,63,343,NEW,
344,AAPL,SELL,LIMIT,255.93,39,344,NEW,
345,AMZN,BUY,LIMIT,198.92,97,345,NEW,
346,TSLA,SELL,LIMIT,418.12,67,346,NEW,
347,META,BUY,LIMIT,641.21,87,347,NEW,
348,SPY,SELL,LIMIT,681.73,97,348,NEW,
349,NVDA,SELL,LIMIT,182.7,438,349,NEW,
350,TSLA,BUY,LIMIT,417.73,99,350,NEW,
351,MSFT,BUY,LIMIT,401.78,53,351,NEW,
352,AMZN,SELL,LIMIT,198.97,74,352,NEW,
353,SPY,SELL,LIMIT,681.72,94,353,NEW,
354,TSLA,SELL,LIMIT,418,19,354,NEW,
355,AMZN,BUY,LIMIT,198.8,68,355,NEW,
356,AMZN,SELL,LIMIT,198.87,1,356,NEW,
357,MSFT,SELL,LIMIT,401.97,63,357,NEW,
358,AAPL,SELL,LIMIT,255.91,58,358,NEW,
359,NVDA,SELL,LIMIT,182.61,57,359,NEW,
360,AAPL,BUY,LIMIT,255.83,52,360,NEW,
361,NVDA,BUY,LIMIT,182.44,74,361,NEW,
362,AAPL,SELL,LIMIT,255.92,349,362,NEW,
363,AMZN,BUY,LIMIT,198.91,73,363,NEW,
364,AAPL,SELL,LIMIT,255.95,77,364,NEW,
365,SPY,SELL,LIMIT,681.81,27,365,NEW,
366,MSFT,BUY,LIMIT,401.71,1,366,NEW,
367,NVDA,BUY,LIMIT,182.41,897,367,NEW,
368,NVDA,SELL,LIMIT,182.37,7,368,NEW,
369,META,BUY,LIMIT,641.27,32,369,NEW,
370,SPY,BUY,LIMIT,681.47,57,370,NEW,
371,SPY,SELL,LIMIT,681.75,81,371,NEW,
372,SPY,SELL,LIMIT,681.71,80,372,NEW,
373,GOOGL,BUY,LIMIT,305.51,88,373,NEW,
374,AAPL,BUY,LIMIT,255.91,62,374,NEW,
375,AAPL,BUY,LIMIT,255.89,65,375,NEW,
376,MSFT,BUY,LIMIT,401.79,26,376,NEW,
377,NVDA,SELL,LIMIT,182.38,100,377,NEW,
378,TSLA,SELL,LIMIT,418.06,92,378,NEW,
379,GOOGL,BUY,LIMIT,305.45,11,379,NEW,
380,MSFT,SELL,LIMIT,401.81,36,380,NEW,
381,TSLA,BUY,LIMIT,417.85,69,381,NEW,
382,NVDA,SELL,LIMIT,182.28,54,382,NEW,
383,NVDA,BUY,LIMIT,182.14,915,383,NEW,
384,GOOGL,BUY,LIMIT,305.39,57,384,NEW,
385,NVDA,BUY,LIMIT,182.25,58,385,NEW,
386,GOOGL,SELL,LIMIT,305.52,72,386,NEW,
387,META,BUY,LIMIT,640.98,638,387,NEW,
388,AAPL,BUY,LIMIT,255.85,85,388,NEW,
389,NVDA,BUY,LIMIT,182.32,460,389,NEW,
390,MSFT,SELL,LIMIT,401.93,88,390,NEW,
391,TSLA,SELL,LIMIT,418.01,62,391,NEW,
392,SPY,SELL,LIMIT,681.72,95,392,NEW,
393,MSFT,SELL,LIMIT,401.92,77,393,NEW,
394,SPY,SELL,LIMIT,681.86,55,394,NEW,
395,AMZN,SELL,LIMIT,198.94,72,395,NEW,
396,AMZN,SELL,LIMIT,198.93,76,396,NEW,
397,GOOGL,BUY,LIMIT,305.42,53,397,NEW,
398,SPY,SELL,LIMIT,681.82,34,398,NEW,
399,SPY,BUY,LIMIT,681.38,94,399,NEW,
400,AMZN,SELL,LIMIT,198.9,86,400,NEW,
401,TSLA,BUY,LIMIT,417.59,89,401,NEW,
402,META,BUY,LIMIT,640.86,82,402,NEW,
403,GOOGL,SELL,LIMIT,305.56,7,403,NEW,
404,AMZN,BUY,LIMIT,198.91,24,404,NEW,
405,META,BUY,LIMIT,640.95,39,405,NEW,
406,SPY,BUY,LIMIT,681.31,517,406,NEW,
407,NVDA,BUY,LIMIT,182.3,24,407,NEW,
408,MSFT,BUY,LIMIT,401.73,89,408,NEW,
409,SPY,BUY,LIMIT,681.35,30,409,NEW,
410,AAPL,SELL,LIMIT,256.02,20,410,NEW,
411,MSFT,SELL,LIMIT,401.95,8,411,NEW,
412,MSFT,BUY,LIMIT,401.97,18,412,NEW,
413,MSFT,BUY,LIMIT,401.82,74,413,NEW,
414,MSFT,BUY,LIMIT,401.81,94,414,NEW,
415,AMZN,SELL,LIMIT,198.97,25,415,NEW,
416,SPY,BUY,LIMIT,681.27,10,416,NEW,
417,TSLA,SELL,LIMIT,417.62,447,417,NEW,
418,AAPL,BUY,LIMIT,255.91,76,418,NEW,
419,GOOGL,SELL,LIMIT,305.55,20,419,NEW,
420,GOOGL,SELL,LIMIT,305.59,49,420,NEW,
421,AAPL,BUY,LIMIT,255.92,59,421,NEW,
422,MSFT,BUY,LIMIT,401.84,9,422,NEW,
423,AMZN,BUY,LIMIT,198.85,92,423,NEW,
424,MSFT,BUY,LIMIT,401.87,81,424,NEW,
425,GOOGL,BUY,LIMIT,305.43,95,425,NEW,
426,AMZN,SELL,LIMIT,198.92,21,426,NEW,
427,TSLA,SELL,LIMIT,417.75,3,427,NEW,
428,TSLA,BUY,LIMIT,417.57,61,428,NEW,
429,MSFT,SELL,LIMIT,402.07,18,429,NEW,
430,NVDA,BUY,LIMIT,182.29,93,430,NEW,
431,AAPL,SELL,LIMIT,256.04,50,431,NEW,
432,AAPL,BUY,LIMIT,255.92,64,432,NEW,
433,TSLA,SELL,LIMIT,417.72,22,433,NEW,
434,AAPL,BUY,LIMIT,256.01,66,434,NEW,
435,SPY,BUY,LIMIT,681.31,87,435,NEW,
436,GOOGL,SELL,LIMIT,305.63,81,436,NEW,
437,AMZN,BUY,LIMIT,198.86,76,437,NEW,
438,AMZN,SELL,LIMIT,198.91,52,438,NEW,
439,GOOGL,SELL,LIMIT,305.76,4,439,NEW,
440,AMZN,SELL,LIMIT,198.93,2,440,NEW,
441,SPY,SELL,LIMIT,681.54,21,441,NEW,
442,NVDA,BUY,LIMIT,182.28,9,442,NEW,
443,TSLA,SELL,LIMIT,417.61,14,443,NEW,
444,AAPL,BUY,LIMIT,256.05,3,444,NEW,
445,AAPL,BUY,LIMIT,255.95,32,445,NEW,
446,META,SELL,LIMIT,641.24,69,446,NEW,
447,AMZN,SELL,LIMIT,198.92,62,447,NEW,
448,META,SELL,LIMIT,641.1,15,448,NEW,
449,META,BUY,LIMIT,641.04,33,449,NEW,
450,MSFT,SELL,LIMIT,402.03,13,450,NEW,
451,MSFT,SELL,LIMIT,402.21,22,451,NEW,
452,NVDA,BUY,LIMIT,182.22,87,452,NEW,
453,NVDA,BUY,LIMIT,182.18,14,453,NEW,
454,SPY,SELL,LIMIT,681.75,96,454,NEW,
455,SPY,BUY,LIMIT,681.42,44,455,NEW,
456,AAPL,SELL,LIMIT,256.1,58,456,NEW,
457,SPY,SELL,LIMIT,681.7,43,457,NEW,
458,AAPL,SELL,LIMIT,255.96,84,458,NEW,
459,MSFT,BUY,LIMIT,402.12,19,459,NEW,
460,GOOGL,SELL,LIMIT,305.62,294,460,NEW,
461,AMZN,BUY,LIMIT,198.88,901,461,NEW,
462,AMZN,SELL,LIMIT,198.94,654,462,NEW,
463,AMZN,SELL,LIMIT,198.95,20,463,NEW,
464,AMZN,SELL,LIMIT,198.98,6,464,NEW,
465,SPY,SELL,LIMIT,681.68,10,465,NEW,
466,AMZN,BUY,LIMIT,199,33,466,NEW,
467,SPY,SELL,LIMIT,681.51,44,467,NEW,
468,META,SELL,LIMIT,641.33,98,468,NEW,
469,TSLA,BUY,LIMIT,417.55,61,469,NEW,
470,GOOGL,SELL,LIMIT,305.66,264,470,NEW,
